Pair 1 Trading Symbol,Pair 1 Quantity Multiplier,Pair 2 Trading Symbol,Pair 2 Quantity Multiplier,PL Offset,Reverse Signal Exit,Reverse Signal Entry,Max Pair Loss,Max Pair Gain
GOLD19JUNFUT,1,SILVERM19JUNFUT,1,3000,FALSE,FALSE,-2000,5000
